Index,Year,Name,RuTerm,RuTerm_filtered,YAKE
159,2019,Antipenko,"слово, русский язык, расы, социальные сети, ассоциативный эксперимент, социальная сеть facebook, реакция, данные, языковой сознание, модель","слово, русский язык, расы, социальные сети, ассоциативный эксперимент, реакция, данные, языковой сознание, модель, корпус текстов","русского языка, РАС, языка, слов, слова, РДТ, сети Facebook, Facebook, данных, русского"
160,2019,Boikov,"икт, место, слово, слоговой объём, ударение, строка, объёмные показатели, ударный слог, междуиктовые интервалы, икты","место, слово, слоговой объём, ударение, строка, объёмные показатели, ударный слог, междуиктовые интервалы, икты, пропуск ударения","имеет место, слоговым объемом, min, max, икте, Объемные показатели, междуиктовых интервалов, Стих, место ударение, слова"
161,2019,Boyarsky,"слово, словарь, остров, прописная буква, река, город, некоторые случаи, целевое слово, топоним, предложение","слово, словарь, остров, прописная буква, река, город, некоторые случаи, целевое слово, топоним, предложение","слово, прописной буквы, слова, словаре, слов, некоторых случаях, случаях, целевое слово, топонимов, название"
162,2019,Chekmeneva,"музыка, метафора, слово, метафоры, область цели, человек, корпус, мелодия, дискурс, звук","музыка, метафора, слово, метафоры, область цели, человек, корпус, мелодия, дискурс, звук","области цели, Метафора, области, метафоры, музыка, слова, является, области источника, цели, Метафора является"
163,2019,Ivanova,"игра, слово, глаголы, видеоигра, военные игры, сша, россия, военная тематика, игры, война","игра, слово, глаголы, видеоигра, военные игры, россия, военная тематика, игры, война, позитивная коннотация","игры, глаголы, США, мировой войны, Первой мировой, Видеоигры, видеоигр, военные игры, войны, играх"
164,2019,Khokhlova,"результаты, словарь, меры, совместная встречаемость, точность, коллокация, частота, хи-квадрат, оценка, mi2","результаты, словарь, меры, совместная встречаемость, точность, коллокация, частота, хи-квадрат, оценка, словосочетание","результаты, мер, словосочетаний, меры, совместной встречаемости, коллокации, Фишера, мер ассоциации, данных, например"
165,2019,Komarova,"корпус, корпусная лингвистика, соса, поиск, идиом, идиоматические выражения, изучение, учебные пособия, английский язык, фразеологизмы","корпус, корпусная лингвистика, соса, поиск, идиом, идиоматические выражения, изучение, учебные пособия, английский язык, фразеологизмы","корпусе, фразеологизмов, корпусе СОСА, поиска, фразеологических единиц, единиц, идиоматических выражений, языка, СОСА, корпусной лингвистики"
166,2019,Martynenko,"предложения, таблы, мартыненко, синтаксические фигуры, целое, закон, ранговые распределения, золотое сечение, зеркальная симметрия, сологуба","предложения, таблы, мартыненко, синтаксические фигуры, целое, закон, ранговые распределения, золотое сечение, зеркальная симметрия, сологуба","предложения, членов предложения, фигур, табл, синтаксических фигур, Мартыненко, Бехагеля, предложения следует, структуры, членов"
167,2019,Masevich,"прилагательные, цвет, слово, семантический поле, семантические поля, поле, семантическое поле, рис, частотность, фрумкина","прилагательные, цвет, слово, семантический поле, семантические поля, поле, семантическое поле, частотность, фрумкина, тексты","прилагательных цвета, цвета, прилагательных, семантического поля, поля, семантических полей, семантическое поле, поле, полей, семантических"
168,2019,Mikoni,"управление, определение, устойчивость, слово, смысл, объект управления, субъект управления, система управления, система, понятия","управление, определение, устойчивость, слово, смысл, объект управления, субъект управления, система управления, система, понятия","управления, объекта управления, понятия, объекта, понятий, является, объект, система управления, субъект управления, определения"
169,2019,Moskvina,"предлог, значение, запрос, предложные конструкции, база данных, предлоги, список, корпусы, корпус, конструкция","предлог, значение, запрос, предложные конструкции, база данных, предлоги, список, корпусы, корпус, конструкция","предлогов, данных, базы данных, предложных конструкций, конструкций, предлога, предложных, значения, базы, значения предлогов"
170,2019,Perminov,"атрибут, атрибуты, онтология, пользователь, интерфейс, метрики, ui, owl, связь, отношения","атрибут, атрибуты, онтология, пользователь, интерфейс, метрики, связь, отношения, предметная область, пользовательский интерфейс","метрик, Атрибут, интерфейса, является, взаимодействия, интерфейс, онтология, области, количество, OWL"
171,2019,Popova,"прагматические маркеры, речь, случай, помощь, п, материал, время, учитель, таблы, рамки","прагматические маркеры, речь, случай, помощь, материал, время, учитель, таблы, рамки, общение","прагматических маркеров, речи, маркеров, прагматических, говорящего, роли, корпусных данных, устной речи, единиц, социальных"
172,2019,Zhang,"империя, интеллект-карта, программа, семантические поля, власть, русский язык, государство, рис, толковый словарь, элементы","империя, интеллект-карта, программа, семантические поля, власть, русский язык, государство, толковый словарь, элементы, основа","империя, русского языка, языка, Толковый словарь, семантических полей, интеллект-карты, Словарь русского, словарь, Sketch Engine, является"
173,2020,Bakhvalov,"правила, правило, ошибка, подходы, основа, набор данных, машинное обучение, ошибки, редактор, детектор","правила, правило, ошибка, подходы, основа, набор данных, машинное обучение, ошибки, редактор, детектор","ошибок, данных, правил, генерации правил, правила, набора данных, правило, ошибки, генерации, набора"
174,2020,Grebennikov,"целое, н, п, корпус, век, русский язык, л, чехов, материалы, материал","целое, корпус, русский язык, чехов, материалы, материал, бунин, андреев, частотный словарь, русские рассказы","русского языка, языка, рассказов, русских рассказов, целом, русского, Корпуса, словарей, частотных, слов"
175,2020,Khokhlova,"машинное обучение, русский язык, слово, работа, основа, лексические конструкции, существительное, оценка, методы, adj","машинное обучение, русский язык, слово, работа, основа, лексические конструкции, существительное, оценка, методы, словарь","машинного обучения, словосочетаний, слова, машинного, обучения, русского языка, коллокаций, Методы, слов, лексических конструкций"
176,2020,Korablinov,"сущность, вопросно-ответный поиск, список, вопрос, базы знаний, фрагменты, токены, задание, время, краудсорсинговая платформа","сущность, вопросно-ответный поиск, список, вопрос, базы знаний, фрагменты, токены, задание, время, краудсорсинговая платформа","сущностей, вопросно-ответного поиска, знаний, сущности, данных, базам знаний, является, кандидатов, список, списка"
177,2020,Kuznetsova,"корпус, студенты, биотехнология, корпус now, соса, специальные цели, курс, корпусы, английский язык, специальность","корпус, студенты, биотехнология, соса, специальные цели, курс, корпусы, английский язык, специальность, работа","корпуса NOW, NOW, корпуса, специальных целей, слов, корпусов, Биотехнология, студентов, СОСА, обучения"
178,2020,Mikoni,"менеджмент качества, слово, c, отношение, качество, a, управление, работа, x, определение понятия","менеджмент качества, слово, отношение, качество, управление, работа, определение понятия, функция, роль, организация","определения понятия, понятия, менеджмент качества, определения, слова, качества, понятий, менеджмент, подход, слов"
179,2020,Rogov,"достоевский, м, ф, время, н, текст, существительное, код, анализ, тексты","достоевский, время, текст, существительное, анализ, тексты, сильные позиции текста, эпоха, фрагменты, работа","текста, текстов, частей речи, сильных позициях, речи, Достоевский, позиций текста, сильных, сильных позиций, существительное"
180,2020,Sokolova,"ядро, кн, b, частность, тексты, дискурсивная разметка, эда, разметка, contrast, c","ядро, частность, тексты, дискурсивная разметка, разметка, первый случай, структура, сравнение, отношения, статья","например, корпуса Ru-RSTreebank, текстов, Ru-RSTreebank, текста, Высшая школа, отношений, отношения, корпуса, разметки"
181,2021,Antopolskii,"лир, clarin, создание, исследователи, поиск, число, технологии, стандарты, разработка, область","создание, исследователи, поиск, число, технологии, стандарты, разработка, область, сервисы, россия","ЛИР, CLARIN, российских ЛИР, данных, области ЛИР, Количество ЛИР, например, использование ЛИР, Лингвистические, созданию ЛИР"
182,2021,Boyarsky,"фразем, подгруппа, предложные обороты, фраземы, хозяин, родительный падеж, слово, предлог, группа, пределы","фразем, подгруппа, предложные обороты, фраземы, хозяин, родительный падеж, слово, предлог, группа, пределы","предложные обороты, слов, обороты, фраземы, оборотов, например, сочетанием слов, предложных оборотов, является, предложные"
183,2021,Chizhik,"рис, lsa, документ, lda, тематический моделирование, новостные анонсы, тема, распределение, матрица, такой образ","документ, тематический моделирование, новостные анонсы, тема, распределение, матрица, такой образ, набор данных, каждое слово, тексты","слов, данных, LDA, LSA, количество слов, набор данных, тематического моделирования, темы, количество, набор"
184,2021,Golitsina,"элементарные факты, сущность, отношения, класс, ситуативные отношения, определение понятия, формирование, тексты, связь, семантический поисковый образ","элементарные факты, сущность, отношения, класс, ситуативные отношения, определение понятия, формирование, тексты, связь, семантический поисковый образ","элементарных фактов, определений понятий, отношений, поискового образа, например, Определение понятия, определений, элементарных, связь, текста"
185,2021,Maksimov,"сущность, граф онтологии, e, такой образ, соответствие, прорыв, документ, информационное поиск, графы знаний, текст","сущность, граф онтологии, такой образ, соответствие, прорыв, документ, информационное поиск, графы знаний, текст, совокупность","поиска, онтологии, позволяет, информационного поиска, вершин, механизмов поиска, графа онтологии, текста, механизма поиска, решения"
186,2021,Mengliev,"узбекский язык, билан, морфологический анализатор, грамматические формы, морфоанализатор, значение, база данных, структура, вспомогательный предлог, таблы","узбекский язык, билан, морфологический анализатор, грамматические формы, морфоанализатор, значение, база данных, структура, вспомогательный предлог, таблы","узбекского языка, языка, узбекского, морфологического анализатора, база данных, морфологического, данных, морфоанализатора узбекского, анализатора, билан"
187,2021,Mikoni,"слово, смысл, определение понятия, термин, понятие, читатель, работа, предложения, случай, образ","слово, смысл, определение понятия, термин, понятие, читатель, работа, предложения, случай, образ","понимания, понятия, является, термин, текста, определение понятия, Смысл, термина, слова, слово"
188,2022,ChizhikEgorov,"рис, пациенты, пациент, задача, бот, люди, информация, врач, вопросы, точность модели","пациенты, пациент, задача, люди, информация, врач, вопросы, точность модели, чат-боты, чат-бот","симптомов, пользователя, Егоров Введение, Мультимодальные интеллектуальные, интеллектуальные ассистенты, данных, данные, задачи, взаимодействия, пациента"
189,2022,ChizhikMelnikovaZakharov,"рис, социальное настроение, логистическая регрессия, комментарии, алгоритм, социальные сети, машинное обучение, цель, модель, spacy","социальное настроение, логистическая регрессия, комментарии, алгоритм, социальные сети, машинное обучение, цель, модель, социальная группа, индивидуальное настроение","социального настроения, данных, тональности комментариев, настроения, настроение, тональности, комментариев, социальное настроение, Рис, является"
190,2022,ChizhikMelnikova,"датасет, информация, машинное обучение, модель, классы, библиотека, такой образ, социальные сети, естественный язык, тема","датасет, информация, машинное обучение, модель, классы, библиотека, такой образ, социальные сети, естественный язык, тема","данных, данные, текстовых данных, медицинских данных, медицинских, Датасет, информации, симптомов, Обработка текстовой, естественном языке"
191,2022,Kogan,"корпусная лингвистика, ия, обучение, корпус, учебные материалы, корпусы, использование, задание, открытые образовательные ресурсы, открытый доступ","корпусная лингвистика, обучение, корпус, учебные материалы, корпусы, использование, задание, открытые образовательные ресурсы, открытый доступ, основа","корпусной лингвистики, корпусной, подходов корпусной, лингвистики, ООР, области корпусной, корпусов, корпуса, онлайн корпусов, корпусной лингводидактики"
192,2022,Maksimov,"смысл, рис, вершина, понятие, объект, информация, e, граф, взаимодействие, объекты","смысл, вершина, понятие, объект, информация, граф, взаимодействие, объекты, контекст, значение","смысл, множество, например, объекта, рис, граф, текста, объект, значение, набор"
193,2022,Solovyev,"русский язык, словарь, оба видов, английский язык, абстрактные слова, словари, доля, сложность текстов, рейтинги конкретности/абстрактности, подробное описание","русский язык, словарь, английский язык, абстрактные слова, словари, доля, сложность текстов, подробное описание, коэффициент корреляции, спирмена","русского языка, языка, слов, русского, машинное обучение, респондентов, обоих видов, Методика создания, создания семантических, словарь"
194,2022,Vissio,"рис, якутский язык, русские заимствования, фильтр, заимствование, классификатор, выборка, уникальные словоформы, якутские тексты, русский язык","якутский язык, русские заимствования, фильтр, заимствование, классификатор, выборка, уникальные словоформы, якутские тексты, русский язык, таблы","русских заимствований, якутского языка, заимствований, языка, Рис, русских, модели, якутского, словоформ, якутских"
195,2023,Bikova,"эмо́дзь, пунктуация, текст, лемматизированный текст c, votingclassifier, soft, logistic regression, gaussiannb, decisiontreeclassifier, токенизатор keras","пунктуация, текст, оценка, эмоциональная окраска текста, машинное обучение, эмоции, вконтакте, социальная сеть, эксперименты, таблица","эмо, текст, дзи, лемматизированный текст, пунктуацией, Logistic Regression, текста, пунктуации, BoW, лемматизированный"
196,2023,ChizhikEgorov,"рис, логистическая регрессия, симптом, модель, симптомы, пациент, текстовые данные, такой образ, естественное язык, разработка","логистическая регрессия, симптом, модель, симптомы, пациент, текстовые данные, такой образ, естественное язык, разработка, отрицание","рис, данных, симптомов, пациентов, Поэтому, симптома, модель, модели, является, логистической регрессии"
197,2023,Chizhik,"такой образ, рис, класс, машинное обучение, логистическая регрессия, векторизация, тексты, короткие тексты, анализ тональности, подходы","такой образ, класс, машинное обучение, логистическая регрессия, векторизация, тексты, короткие тексты, анализ тональности, подходы, комментарии","точки зрения, текстов, Таким образом, векторизации, анализа тональности, анализа, данных, тональности, социальных, слов"
198,2023,Gavrilkina,"роль, сущность, отношения, причина, основание, условие, связь, сущности, framebank, отношение","роль, сущность, отношения, причина, основание, условие, связь, сущности, отношение, класс отношений","отношений, ролей, роль, сущностей, роли, идентификации ролей, ролей сущностей, Причина, определена роль, сущности"
199,2023,Khodorkovsky,"информация, сущность, сведение, свойства, система, сообщение, информационная коммуникация, определение, сигнал, соответствие","информация, сущность, сведение, свойства, система, сообщение, информационная коммуникация, определение, сигнал, соответствие","сущности, информации, информация, Сведения, системы, свойства, деятельности, деятельности системы, свойства сущности, обозначение"
200,2023,Lokalina,"слово, рис, конструкция, сказуемое, степень, меры, респонденты, носители языка, наречие, x","слово, конструкция, сказуемое, степень, меры, респонденты, носители языка, наречие, русский язык, примеры","слова, слова вообще, Рис, конструкции, отсловасовсем, языка, рис., вообще, контекст, сказуемое"
201,2023,Maksimov,"информация, свойство, следствие, свойства, свободная информация, структура, содержание, взаимодействие, отношение, связанная информация","информация, свойство, следствие, свойства, свободная информация, структура, содержание, взаимодействие, отношение, связанная информация","информации, информация, Свойства информации, свойства, свободной информации, свойство, взаимодействия, области, которое, связанной информации"
202,2023,Melnichuk,"модель, русский язык, сравнение, задача суммаризации, текст, оценка, s, сгенерированный текст, тексты, n-граммы","модель, русский язык, сравнение, задача суммаризации, текст, оценка, сгенерированный текст, тексты, эталонный текст, новостные тексты","русском языке, текста, текстов, модель, слов, суммаризации, Модели, BLEU, русском, языке"
203,2023,Tatur,"благозвучие, название, соответствие, база отдыха, санаторий, оценка, нейминги, торговая марка, создание, слово","благозвучие, название, соответствие, база отдыха, санаторий, оценка, нейминги, торговая марка, создание, слово","названия, базы отдыха, оценок, названия торговой, сфере, торговой марки, неймингов, сфер, нейминга, сферах"
204,2024,Belkin,"отзывы, сайт, пользователи, эмодзь, слово, оценка, пользовательские отзывы, набор данных, решение, программа","отзывы, сайт, пользователи, эмодзь, слово, оценка, пользовательские отзывы, набор данных, решение, программа","данных, отзывов, данные, отзывы, анализа тональности, набор данных, пользователей, тональности, количество, отзывах"
205,2024,MitrofanovaAdamova,"ключевые выражения, корпус, ткикл, тексты, аннотации, именованные сущности, ключевые слова, таблица, применение, использование","ключевые выражения, корпус, ткикл, тексты, аннотации, именованные сущности, ключевые слова, таблица, применение, использование","ключевых выражений, текстов, ключевых, IMS, корпуса, выражений, IMS CompLing, корпуса ТКиКЛ, текста, ключевых слов"
206,2024,MitrofanovaGolubev,"корпус, ткикл, тема, текст, слово, метка, ипс, тематический моделирование, система, отношение","корпус, ткикл, тема, текст, слово, метка, тематический моделирование, система, отношение, модель","меток, моделей, корпуса ТКиКЛ, Темы, корпуса, генерации меток, NMF, помощью алгоритма, помощью, тематических моделей"
207,2024,Sukhan,"пользователь, визуализация, авторы, друг, граф, корпус, рёбра, рис, статья, связь","пользователь, визуализация, авторы, друг, граф, корпус, рёбра, статья, связь, автор-статья","данных, корпуса, визуализации, графа, статей, например, авторов, визуализации метаданных, Gephi, метаданных корпуса"
208,2024,Vybornaya,"предлог, синтаксема, предлоги, частотность, локатив, предложные конструкции, первообразные предлоги, объект, контексты, база данных","предлог, синтаксема, предлоги, частотность, локатив, предложные конструкции, первообразные предлоги, объект, контексты, база данных","предлог, предлогов, предложных конструкций, первообразных предлогов, конструкций, контекстов, синтаксемы, данных предложных, предлога, синтаксема"
